"Ticket ID",Description,Status,Priority,"Agent ID","Agent Name","Agent Email","Contact ID","Contact Name","Contact Email","Group ID","Group Name","Company ID","Company Name",Comments
49,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
50,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
51,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
52,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
53,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
54,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
55,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
56,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
57,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
58,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
59,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
60,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
61,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
62,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
63,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
64,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
65,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
66,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
67,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
68,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
69,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
70,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
71,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
72,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
73,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
74,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
75,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
76,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
77,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
78,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
79,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
80,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
81,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
82,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
83,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
84,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
85,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
86,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
87,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
88,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
89,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
90,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
91,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
92,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
93,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
94,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
95,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
96,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
97,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
98,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
99,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
100,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
101,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
102,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
103,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
104,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
105,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
106,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
107,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
108,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
109,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
110,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
111,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
112,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
113,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
114,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
115,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
116,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
117,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
118,"The smoke is very colorful.",open,urgent,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,378888848357,"Макс Штекля",maks.shtieklia@gmail.com,360005465757,Поддержка,360390898157,ShipWeb,"The smoke is very colorful."
